zvit_date,registration_area,registration_region,registration_settlement,registration_settlement_lng,registration_settlement_lat,total_susp,total_confirm,total_death,total_recover
2020-05-12,Вінницька,Барський район,Антонівка,27.7858708,49.086871,1,0,0,0
2020-05-12,Вінницька,Барський район,Бар,27.6826121,49.0768482,11,9,0,7
2020-05-12,Вінницька,Барський район,Гавришівка,27.6371664,49.0190255,1,1,0,0
2020-05-12,Вінницька,Барський район,Журавлівка,27.5818258,49.0156254,2,0,0,0
2020-05-12,Вінницька,Барський район,Каришків,27.8954782,48.8194829,1,0,0,0
2020-05-12,Вінницька,Барський район,Шипинки,27.785112,48.874233,2,1,0,0
2020-05-12,Вінницька,Бершадський район,Бершадь,29.5331654,48.368954,1,0,0,0
2020-05-12,Вінницька,Бершадський район,Бирлівка,29.4565424,48.3741129,1,0,0,0
2020-05-12,Вінницька,Бершадський район,Устя,29.6728751,48.3786637,1,1,0,0
2020-05-12,Вінницька,Бершадський район,Флорине,29.5293239,48.3454922,1,0,0,0
2020-05-12,Вінницька,Вінницький район,Березина,28.3490426,49.22071,3,2,0,0
2020-05-12,Вінницька,Вінницький район,Вінницькі Хутори,28.5479185,49.2073096,20,19,0,9
2020-05-12,Вінницька,Вінницький район,Вороновиця,28.691632,49.107373,1,1,0,0
2020-05-12,Вінницька,Вінницький район,Гавришівка,28.6361205,49.2413711,3,2,0,2
2020-05-12,Вінницька,Вінницький район,Десна,28.5334772,49.2841835,1,1,0,1
2020-05-12,Вінницька,Вінницький район,Зарванці,28.39042,49.2522998,2,2,0,1
2020-05-12,Вінницька,Вінницький район,Комарів,28.6676064,49.1447447,2,2,0,0
2020-05-12,Вінницька,Вінницький район,Лука-Мелешківська,28.4905099,49.1759683,6,1,0,0
2020-05-12,Вінницька,Вінницький район,Мізяківські Хутори,28.3572441,49.3355128,1,1,0,0
2020-05-12,Вінницька,Вінницький район,Переорки,28.4078332,49.3123573,1,1,0,1
2020-05-12,Вінницька,Вінницький район,Писарівка,28.6059085,49.1889328,3,0,0,0
2020-05-12,Вінницька,Вінницький район,Слобода-Дашковецька,28.2766194,49.2510055,1,1,0,0
2020-05-12,Вінницька,Вінницький район,Сосонка,28.5761497,49.3292335,4,2,0,1
2020-05-12,Вінницька,Вінницький район,Стрижавка,28.4746188,49.3123887,10,4,0,1
2020-05-12,Вінницька,Вінницький район,Щітки,28.5892964,49.198918,2,2,0,0
2020-05-12,Вінницька,Вінницький район,Якушинці,28.3548755,49.2617925,3,2,0,0
2020-05-12,Вінницька,Вінниця,Вінниця,28.4083378,49.2162332,1,0,0,0
2020-05-12,Вінницька,Вінниця,Вінниця,28.4682169,49.233083,457,332,3,157
2020-05-12,Вінницька,Гайсинський район,Гайсин,29.3812035,48.8139473,17,13,0,11
2020-05-12,Вінницька,Гайсинський район,Губник,29.3277246,48.6204595,1,0,0,0
2020-05-12,Вінницька,Жмеринка,Жмеринка,28.1085937,49.0390512,24,13,0,2
2020-05-12,Вінницька,Жмеринський район,Браїлів,28.1576316,49.1055022,8,5,0,2
2020-05-12,Вінницька,Жмеринський район,Жуківці,28.1900378,49.0092667,1,1,0,0
2020-05-12,Вінницька,Жмеринський район,Леляки,28.1278716,49.0695433,3,3,0,2
2020-05-12,Вінницька,Жмеринський район,Мала Жмеринка,28.0968493,49.0134264,1,0,0,0
2020-05-12,Вінницька,Жмеринський район,Слобода-Межирівська,27.8942252,49.1077859,1,0,0,0
2020-05-12,Вінницька,Жмеринський район,Станіславчик,28.1041838,48.9718377,3,2,0,0
2020-05-12,Вінницька,Жмеринський район,Сьомаки,28.1005239,49.1137586,1,1,0,0
2020-05-12,Вінницька,Жмеринський район,Уточнюється,27.9853903,49.00044,2,2,0,1
2020-05-12,Вінницька,Іллінецький район,Іллінці,29.2092738,49.1040007,3,2,0,1
2020-05-12,Вінницька,Іллінецький район,Купчинці,29.4767498,49.0323345,1,0,0,0
2020-05-12,Вінницька,Іллінецький район,Слободище,29.5914399,48.9615302,2,0,0,0
2020-05-12,Вінницька,Калинівський район,Бережани,28.4852268,49.5429506,3,3,0,1
2020-05-12,Вінницька,Калинівський район,Глинськ,28.4663638,49.5743024,4,4,0,4
2020-05-12,Вінницька,Калинівський район,Голубівка,28.7374597,49.5525907,1,0,0,0
2020-05-12,Вінницька,Калинівський район,Іванів,28.3417585,49.4858758,5,5,0,4
2020-05-12,Вінницька,Калинівський район,Калинівка,28.5226562,49.448552,44,44,2,27
2020-05-12,Вінницька,Калинівський район,Кам'яногірка,28.2854444,49.4511569,1,1,0,0
2020-05-12,Вінницька,Калинівський район,Корделівка,28.5449508,49.5213935,1,1,0,1
2020-05-12,Вінницька,Калинівський район,Лісова Лисіївка,28.6065714,49.3652013,1,0,0,0
2020-05-12,Вінницька,Калинівський район,Мирне,28.7238588,49.4565432,1,1,0,1
2020-05-12,Вінницька,Калинівський район,Павлівка,28.4610373,49.4429672,7,7,0,4
2020-05-12,Вінницька,Калинівський район,Пиків,28.2621376,49.5567938,3,3,0,2
2020-05-12,Вінницька,Калинівський район,Сальник,28.5516032,49.4076168,1,1,0,0
2020-05-12,Вінницька,Калинівський район,Шепіївка,28.2608829,49.5916967,1,1,0,1
2020-05-12,Вінницька,Козятин,Козятин,28.8363647,49.7149346,1,0,0,0
2020-05-12,Вінницька,Козятинський район,Вернигородок,28.8916208,49.7831566,1,0,0,0
2020-05-12,Вінницька,Козятинський район,Воскодавинці,28.9741084,49.5367617,1,0,0,0
2020-05-12,Вінницька,Козятинський район,Жежелів,28.6482189,49.7961371,2,0,0,0
2020-05-12,Вінницька,Козятинський район,Збараж,28.8592377,49.4945841,1,1,1,0
2020-05-12,Вінницька,Козятинський район,Іванківці,28.8509796,49.7552084,1,0,0,0
2020-05-12,Вінницька,Козятинський район,Козятин,28.8372721,49.7408352,21,7,0,5
2020-05-12,Вінницька,Козятинський район,Кордишівка,28.8448521,49.6553288,1,0,0,0
2020-05-12,Вінницька,Козятинський район,Медведівка,28.6642465,49.7473077,2,1,0,1
2020-05-12,Вінницька,Козятинський район,Миколаївка,28.7514477,49.5987346,1,0,0,0
2020-05-12,Вінницька,Козятинський район,Титусівка,28.8298052,49.6774862,1,0,0,0
2020-05-12,Вінницька,Козятинський район,Флоріанівка,28.7954324,49.6256809,2,1,0,1
2020-05-12,Вінницька,Крижопільський район,Висока Гребля,28.7005864,48.3978447,1,1,0,0
2020-05-12,Вінницька,Крижопільський район,Гарячківська,28.7517946,48.3296399,1,1,0,1
2020-05-12,Вінницька,Крижопільський район,Голубече,28.8395621,48.3762491,2,1,0,1
2020-05-12,Вінницька,Крижопільський район,Крижопіль,28.8673367,48.3849493,2,0,0,0
2020-05-12,Вінницька,Ладижин,Ладижин,29.2476275,48.6838051,4,2,0,0
2020-05-12,Вінницька,Липовецький район,Лукашівка,28.9393993,49.2458532,1,1,0,0
2020-05-12,Вінницька,Липовецький район,Приборівка,28.7177793,49.3089259,1,1,0,0
2020-05-12,Вінницька,Липовецький район,Сиваківці,28.6661383,49.327038,4,4,0,2
2020-05-12,Вінницька,Липовецький район,Турбів,28.7228609,49.3448284,2,1,0,0
2020-05-12,Вінницька,Літинський район,Бруслинів,28.1960402,49.4197095,2,1,0,0
2020-05-12,Вінницька,Літинський район,Дашківці,28.2621134,49.3030095,1,1,0,0
2020-05-12,Вінницька,Літинський район,Журавне,28.1800403,49.5067141,1,0,0,0
2020-05-12,Вінницька,Літинський район,Матяшівка,28.2489367,49.470514,2,2,0,0
2020-05-12,Вінницька,Літинський район,Селище,28.0961845,49.3359443,1,0,0,0
2020-05-12,Вінницька,Літинський район,Уладівка,28.2276245,49.4996345,11,9,0,1
2020-05-12,Вінницька,Могилів-Подільський,Могилів-Подільський,27.7929285,48.4584391,7,3,0,0
2020-05-12,Вінницька,Могилів-Подільський район,Немія,27.7621947,48.4651231,1,0,0,0
2020-05-12,Вінницька,Мурованокуриловецький район,Муровані Курилівці,27.5178616,48.7167317,5,4,0,2
2020-05-12,Вінницька,Мурованокуриловецький район,Немерче,27.7230984,48.674331,1,0,0,0
2020-05-12,Вінницька,Мурованокуриловецький район,Рівне,27.5742101,48.6262912,1,1,0,0
2020-05-12,Вінницька,Немирівський район,Монастирське,28.8852949,48.827463,2,1,0,1
2020-05-12,Вінницька,Немирівський район,Немирів,28.8474081,48.9749521,7,7,0,4
2020-05-12,Вінницька,Немирівський район,Обідне,28.8657588,49.1404761,1,1,0,0
2020-05-12,Вінницька,Немирівський район,Ситківці,29.2081047,48.9060378,1,0,0,0
2020-05-12,Вінницька,Немирівський район,Сокілець,28.7205988,48.8709621,1,1,0,0
2020-05-12,Вінницька,Немирівський район,Юрківці,29.2142951,48.9565801,2,0,0,0
2020-05-12,Вінницька,Оратівський район,Оратів,29.5309375,49.1940945,4,3,0,0
2020-05-12,Вінницька,Оратівський район,Підвисоке,29.6002885,49.0750249,1,1,0,1
2020-05-12,Вінницька,Оратівський район,Скоморошки,29.4423287,49.3297368,1,1,0,0
2020-05-12,Вінницька,Піщанський район,Верхня Слобідка,28.5843036,48.1856399,1,1,0,1
2020-05-12,Вінницька,Погребищенський район,Білашки,29.1696837,49.5108446,1,1,0,1
2020-05-12,Вінницька,Погребищенський район,Булаї,29.1032607,49.4167308,1,0,0,0
2020-05-12,Вінницька,Погребищенський район,Гопчиця,29.2748778,49.5373852,1,0,0,0
2020-05-12,Вінницька,Погребищенський район,Погребище,29.268579,49.4863064,12,11,0,11
2020-05-12,Вінницька,Погребищенський район,Сніжна,29.4717331,49.6107982,1,0,0,0
2020-05-12,Вінницька,Погребищенський район,Ширмівка,29.0982249,49.5638569,1,1,0,1
2020-05-12,Вінницька,Теплицький район,Комарівка,29.8348254,48.7260369,1,0,0,0
2020-05-12,Вінницька,Теплицький район,Розкошівка,29.7699918,48.7141954,2,0,0,0
2020-05-12,Вінницька,Тиврівський район,Гнівань,28.348201,49.0877258,2,1,0,1
2020-05-12,Вінницька,Тиврівський район,Кобелецьке,28.3014002,48.9358665,2,0,0,0
2020-05-12,Вінницька,Тиврівський район,Селище,28.3646534,49.1258693,1,0,0,0
2020-05-12,Вінницька,Тиврівський район,Строїнці,28.2995029,48.9090293,1,0,0,0
2020-05-12,Вінницька,Тиврівський район,Сутиски,28.4169896,49.0419017,3,3,0,1
2020-05-12,Вінницька,Тиврівський район,Тиврів,28.5042197,49.0130083,3,2,0,0
2020-05-12,Вінницька,Томашпільський район,Вапнярка,28.7416365,48.5334788,9,6,0,0
2020-05-12,Вінницька,Томашпільський район,Гнатків,28.4941841,48.448276,1,0,0,0
2020-05-12,Вінницька,Томашпільський район,Кислицьке,28.6811832,48.544465,1,0,0,0
2020-05-12,Вінницька,Томашпільський район,Липівка,28.5605457,48.5336012,1,0,0,0
2020-05-12,Вінницька,Томашпільський район,Нетребівка,28.5454444,48.4127416,4,0,0,0
2020-05-12,Вінницька,Томашпільський район,Олександрівка,28.5200403,48.6370606,1,0,0,0
2020-05-12,Вінницька,Томашпільський район,Ракова,28.4848095,48.5118962,1,1,0,0
2020-05-12,Вінницька,Томашпільський район,Рожнятівка,28.353674,48.5674854,2,0,0,0
2020-05-12,Вінницька,Томашпільський район,Томашпіль,28.5162853,48.5509829,14,3,0,2
2020-05-12,Вінницька,Тростянецький район,Буди,29.2343401,48.4688547,4,4,0,3
2020-05-12,Вінницька,Тростянецький район,Гордіївка,29.320935,48.5211868,1,1,0,1
2020-05-12,Вінницька,Тростянецький район,Демидівка,29.3458774,48.4541678,2,2,0,2
2020-05-12,Вінницька,Тростянецький район,Летківка,29.1509283,48.5247207,2,2,0,2
2020-05-12,Вінницька,Тростянецький район,Ободівка,29.2407915,48.401643,1,1,0,0
2020-05-12,Вінницька,Тростянецький район,Тростянець,29.2195063,48.5084419,10,9,0,6
2020-05-12,Вінницька,Тульчинський район,Василівка,29.1074561,48.7061861,1,0,0,0
2020-05-12,Вінницька,Тульчинський район,Кинашів,28.9018765,48.6697277,1,1,0,0
2020-05-12,Вінницька,Тульчинський район,Копіївка,28.7162639,48.7121505,2,1,0,1
2020-05-12,Вінницька,Тульчинський район,Мазурівка,28.8103513,48.6633324,1,0,0,0
2020-05-12,Вінницька,Тульчинський район,Нестерварка,28.8621756,48.6915157,1,0,0,0
2020-05-12,Вінницька,Тульчинський район,Тульчин,28.8563795,48.6739771,6,2,0,2
2020-05-12,Вінницька,Тульчинський район,Шпиків,28.561648,48.7867841,2,1,0,1
2020-05-12,Вінницька,Тульчинський район,Юрківка,28.5800313,48.6917402,1,0,0,0
2020-05-12,Вінницька,Хмільник,Хмільник,27.9382714,49.5510263,22,2,0,1
2020-05-12,Вінницька,Хмільницький район,Великий Митник,28.0120084,49.5896645,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Війтівці,27.8972273,49.6197287,2,0,0,0
2020-05-12,Вінницька,Хмільницький район,Вугли,27.8863446,49.5218609,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Голодьки,27.9757851,49.5218852,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Клітенка,28.3469432,49.7767044,2,2,0,2
2020-05-12,Вінницька,Хмільницький район,Малий Митник,27.9926081,49.5823286,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Осична,28.439946,49.7130469,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Пагурці,28.1825591,49.6982571,2,1,0,0
2020-05-12,Вінницька,Хмільницький район,Порик,28.1105417,49.5126516,2,0,0,0
2020-05-12,Вінницька,Хмільницький район,Пустовійти,28.1011498,49.6380821,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Рибчинці,28.0737612,49.6895653,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Сальниця,28.0166568,49.7350249,2,0,0,0
2020-05-12,Вінницька,Хмільницький район,Соколова,27.8992673,49.5681275,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Сьомаки,28.1570513,49.6108877,1,0,0,0
2020-05-12,Вінницька,Хмільницький район,Уланів,28.1308882,49.6911273,3,0,0,0
2020-05-12,Вінницька,Хмільницький район,Філіопіль,28.040689,49.5821287,3,0,0,0
2020-05-12,Вінницька,Хмільницький район,Широка Гребля,28.0233632,49.5149105,3,0,0,0
2020-05-12,Вінницька,Чернівецький район,Березівка,28.1096513,48.5998871,1,1,0,0
2020-05-12,Вінницька,Чернівецький район,Борівка,28.2632535,48.4966294,2,2,0,1
2020-05-12,Вінницька,Шаргородський район,Будне,28.0148193,48.7187042,1,1,0,1
2020-05-12,Вінницька,Шаргородський район,Гибалівка,28.0958054,48.7353932,2,0,0,0
2020-05-12,Вінницька,Шаргородський район,Клекотина,28.2081823,48.7913889,1,1,0,0
2020-05-12,Вінницька,Шаргородський район,Михайлівка,28.2894915,48.8079202,1,0,0,0
2020-05-12,Вінницька,Шаргородський район,Рахни-Лісові,28.4811427,48.7838875,1,0,0,0
2020-05-12,Вінницька,Шаргородський район,Слобода-Шаргородська,28.0673045,48.7361283,1,0,0,0
2020-05-12,Вінницька,Ямпільський район,Уточнюється,28.2765218,48.2441219,1,1,0,1
2020-05-12,Вінницька,Ямпільський район,Ямпіль,28.2765218,48.2441219,5,5,0,3
2020-05-12,Волинська,Благодатне,Благодатне,24.2497551,50.6622151,2,0,0,0
2020-05-12,Волинська,Володимир-Волинський,Володимир-Волинський,24.3256569,50.8481952,39,6,0,1
2020-05-12,Волинська,Володимир-Волинський район,Амбуків,23.9859952,50.7944675,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Березовичі,24.581879,50.7952811,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Бубнів,24.3561644,50.7296177,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Залужжя,24.1455787,50.8795932,2,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Заріччя,24.2997523,50.8345855,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Зимне,24.3365833,50.7877719,2,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Зоря,24.2065233,50.9339173,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Льотниче,24.3515847,50.8618002,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Новосілки,24.2374668,50.8151992,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Овадне,24.3920118,50.9247525,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Підгайці,24.4746604,50.799897,2,2,0,0
2020-05-12,Волинська,Володимир-Волинський район,Рогожани,24.0846847,50.7935861,7,4,0,0
2020-05-12,Волинська,Володимир-Волинський район,Селець,24.4084773,50.7621535,1,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Стенжаричі,24.1094869,50.9372425,2,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Устилуг,24.1551215,50.8609275,5,1,0,1
2020-05-12,Волинська,Володимир-Волинський район,Хобултова,24.4559774,50.810969,2,0,0,0
2020-05-12,Волинська,Володимир-Волинський район,Черчичі,24.3488592,50.7505502,1,0,0,0
2020-05-12,Волинська,Горохівський район,Бережанка,24.9755595,50.6012071,2,0,0,0
2020-05-12,Волинська,Горохівський район,Борочиче,24.825521,50.4355167,1,0,0,0
2020-05-12,Волинська,Горохівський район,Вільхівка,24.9373356,50.5326583,1,1,0,1
2020-05-12,Волинська,Горохівський район,Галичани,24.9054545,50.4448546,1,0,0,0
2020-05-12,Волинська,Горохівський район,Горохів,24.7629614,50.4965033,17,3,0,3
2020-05-12,Волинська,Горохівський район,Губин Перший,25.0496094,50.549745,1,0,0,0
2020-05-12,Волинська,Горохівський район,Журавники,24.6824845,50.4225172,1,0,0,0
2020-05-12,Волинська,Горохівський район,Звиняче,24.9014689,50.4994811,6,6,0,0
2020-05-12,Волинська,Горохівський район,Липа,25.1309284,50.4358894,8,5,0,5
2020-05-12,Волинська,Горохівський район,Мар'янівка,24.8047893,50.4512322,1,1,0,1
2020-05-12,Волинська,Горохівський район,Мирне,24.9199312,50.6014739,1,0,0,0
2020-05-12,Волинська,Горохівський район,Михлин,25.033484,50.5962421,7,5,0,0
2020-05-12,Волинська,Горохівський район,Новосілки,24.986746,50.464854,1,0,0,0
2020-05-12,Волинська,Горохівський район,Новостав,25.0878577,50.4375319,1,0,0,0
2020-05-12,Волинська,Горохівський район,Озерці,24.778642,50.5439203,2,0,0,0
2020-05-12,Волинська,Горохівський район,Перемиль,25.1628074,50.3968485,1,1,0,1
2020-05-12,Волинська,Горохівський район,Піски,25.1269895,50.350031,1,0,0,0
2020-05-12,Волинська,Горохівський район,Полюхне,24.6651122,50.4903898,2,0,0,0
2020-05-12,Волинська,Горохівський район,Рачин,24.7277056,50.5678466,1,0,0,0
2020-05-12,Волинська,Горохівський район,Сенкевичівка,25.0396913,50.5299396,2,0,0,0
2020-05-12,Волинська,Горохівський район,Сільце,24.7126791,50.4665838,2,1,0,1
2020-05-12,Волинська,Горохівський район,Скірче,24.9499413,50.640204,1,0,0,0
2020-05-12,Волинська,Горохівський район,Скобелка,24.7786709,50.5108482,4,0,0,0
2020-05-12,Волинська,Горохівський район,Старостав,24.8011249,50.4851011,2,1,0,1
2020-05-12,Волинська,Горохівський район,Угринів,25.0521922,50.5712404,2,0,0,0
2020-05-12,Волинська,Горохівський район,Цегів,24.7747454,50.4594208,1,0,0,0
2020-05-12,Волинська,Горохівський район,Шклинь,24.9987314,50.5738201,4,0,0,0
2020-05-12,Волинська,Іваничівський район,Бортнів,24.1089741,50.7717215,3,0,0,0
2020-05-12,Волинська,Іваничівський район,Будятичі,24.1772249,50.7085027,1,0,0,0
2020-05-12,Волинська,Іваничівський район,Бужанка,24.1258696,50.7514765,4,0,0,0
2020-05-12,Волинська,Іваничівський район,Грибовиця,24.2437309,50.6869582,1,0,0,0
2020-05-12,Волинська,Іваничівський район,Гряди,24.2290222,50.7287849,3,0,0,0
2020-05-12,Волинська,Іваничівський район,Завидів,24.5651852,50.5865132,1,0,0,0
2020-05-12,Волинська,Іваничівський район,Іваничі,24.350338,50.6440796,2,0,0,0
2020-05-12,Волинська,Іваничівський район,Іванів,24.1196969,50.7955664,3,3,0,2
2020-05-12,Волинська,Іваничівський район,Млинище,24.0467695,50.7398708,4,2,0,0
2020-05-12,Волинська,Іваничівський район,Морозовичі,24.1291353,50.7066762,2,1,0,0
2020-05-12,Волинська,Іваничівський район,Низкиничі,24.1835078,50.7346766,3,1,0,1
2020-05-12,Волинська,Іваничівський район,Нова Лішня,24.1956404,50.6851664,2,0,0,0
2020-05-12,Волинська,Іваничівський район,Орищі,24.443675,50.6922337,1,0,0,0
2020-05-12,Волинська,Іваничівський район,Поромів,24.0848278,50.7549618,3,1,0,0
2020-05-12,Волинська,Іваничівський район,Соснина,24.2982082,50.7148804,1,0,0,0
2020-05-12,Волинська,Іваничівський район,Стара Лішня,24.1656906,50.6862503,1,1,0,0
2020-05-12,Волинська,Іваничівський район,Старий Порицьк,24.4937925,50.6314252,1,0,0,0
2020-05-12,Волинська,Іваничівський район,Старосілля,24.4340866,50.626835,1,0,0,0
2020-05-12,Волинська,Іваничівський район,Тишковичі,24.2132387,50.7212389,5,3,0,0
2020-05-12,Волинська,Іваничівський район,Хренів,24.2256029,50.741945,1,0,0,0
2020-05-12,Волинська,Камінь-Каширський район,Бузаки,24.8235825,51.6377691,1,0,0,0
2020-05-12,Волинська,Камінь-Каширський район,Видерта,25.0166296,51.7219237,2,1,0,0
2020-05-12,Волинська,Камінь-Каширський район,Ворокомле,25.0772156,51.7081548,3,0,0,0
2020-05-12,Волинська,Камінь-Каширський район,Камінь-Каширський,24.9688475,51.6288118,7,2,0,0
2020-05-12,Волинська,Камінь-Каширський район,Нуйно,24.8942909,51.5363109,1,0,0,0
2020-05-12,Волинська,Камінь-Каширський район,Осівці,24.9091748,51.6746008,1,0,0,0
2020-05-12,Волинська,Камінь-Каширський район,Піщане,25.1618539,51.5090996,4,3,0,2
2020-05-12,Волинська,Камінь-Каширський район,Радошинка,24.9393703,51.3917485,1,0,0,0
2020-05-12,Волинська,Камінь-Каширський район,Раків Ліс,24.9194195,51.6203554,1,0,0,0
2020-05-12,Волинська,Камінь-Каширський район,Хотешів,24.7907453,51.7167237,1,1,0,0
2020-05-12,Волинська,Ківерцівський район,Башлики,25.8391908,50.8161049,2,0,0,0
2020-05-12,Волинська,Ківерцівський район,Бодячів,25.4563472,50.8880145,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Борохів,25.4614403,50.7812092,6,4,0,0
2020-05-12,Волинська,Ківерцівський район,Веснянка,25.5195581,50.8245967,2,0,0,0
2020-05-12,Волинська,Ківерцівський район,Вишнів,25.5071682,50.788587,2,0,0,0
2020-05-12,Волинська,Ківерцівський район,Гайове,25.5614155,50.9024364,7,2,0,0
2020-05-12,Волинська,Ківерцівський район,Городище,25.7474851,50.8990852,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Грем'яче,25.9319202,50.8358529,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Жидичин,25.3188515,50.8046401,2,0,0,0
2020-05-12,Волинська,Ківерцівський район,Жорнище,25.7450102,50.7090738,2,2,0,0
2020-05-12,Волинська,Ківерцівський район,Журавичі,25.7141249,50.9836316,2,1,0,0
2020-05-12,Волинська,Ківерцівський район,Завітне,25.4856738,50.9368396,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Залісоче,25.8225892,50.7254462,2,2,0,0
2020-05-12,Волинська,Ківерцівський район,Звірів,25.5647857,50.7848281,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Карпилівка,25.8370868,50.8486326,2,0,0,0
2020-05-12,Волинська,Ківерцівський район,Ківерці,25.4566978,50.8323221,43,17,1,2
2020-05-12,Волинська,Ківерцівський район,Липляни,25.293942,50.7882058,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Личани,25.8105782,50.6671643,1,1,0,0
2020-05-12,Волинська,Ківерцівський район,Метельне,25.8187784,50.6916092,1,1,0,0
2020-05-12,Волинська,Ківерцівський район,Носовичі,25.7508816,50.6896307,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Одеради,25.7487549,50.7429252,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Озеро,25.5377347,50.8968421,6,2,0,1
2020-05-12,Волинська,Ківерцівський район,Олика,25.8291867,50.7113724,13,11,0,0
2020-05-12,Волинська,Ківерцівський район,Прилуцьке,25.3941666,50.7982642,1,0,0,0
2020-05-12,Волинська,Ківерцівський район,Сокиричі,25.4919779,50.8685784,2,0,0,0
2020-05-12,Волинська,Ківерцівський район,Ставок,25.7857792,50.7758801,1,1,0,0
2020-05-12,Волинська,Ківерцівський район,Суськ,25.4262967,50.9506693,1,1,0,0
2020-05-12,Волинська,Ківерцівський район,Тростянець,25.55378,50.9599282,2,0,0,0
2020-05-12,Волинська,Ківерцівський район,Цумань,25.8829859,50.8349533,15,9,0,6
2020-05-12,Волинська,Ківерцівський район,Чемерин,25.7737864,50.7036573,1,1,0,0
2020-05-12,Волинська,Ковель,Ковель,24.6980251,51.209018,169,81,1,6
2020-05-12,Волинська,Ковельський район,Арсеновичі,25.3498312,51.1231126,1,0,0,0
2020-05-12,Волинська,Ковельський район,Білашів,24.7347597,51.1089265,2,0,0,0
2020-05-12,Волинська,Ковельський район,Вербка,24.7149811,51.2414213,2,1,0,0
2020-05-12,Волинська,Ковельський район,Волошки,24.8588215,51.1922702,2,0,0,0
2020-05-12,Волинська,Ковельський район,Воля-Ковельська,24.6991857,51.1934433,3,0,0,0
2020-05-12,Волинська,Ковельський район,Голоби,25.0109305,51.0853063,3,0,0,0
2020-05-12,Волинська,Ковельський район,Дроздні,24.8768562,51.1157821,1,0,0,0
2020-05-12,Волинська,Ковельський район,Заріччя,24.8178982,51.381482,1,1,0,1
2020-05-12,Волинська,Ковельський район,Зелена,24.6871797,51.1710883,1,0,0,0
2020-05-12,Волинська,Ковельський район,Козлиничі,25.043116,51.2354561,1,0,0,0
2020-05-12,Волинська,Ковельський район,Колодниця,24.7559071,51.2391834,1,0,0,0
2020-05-12,Волинська,Ковельський район,Колодяжне,24.799797,51.182682,1,1,0,0
2020-05-12,Волинська,Ковельський район,Кричевичі,24.9640337,51.2813733,1,0,0,0
2020-05-12,Волинська,Ковельський район,Кухарі,25.2230818,51.0910161,1,0,0,0
2020-05-12,Волинська,Ковельський район,Лапні,24.8022792,51.3794153,2,0,0,0
2020-05-12,Волинська,Ковельський район,Любитів,24.8420653,51.1459271,1,0,0,0
2020-05-12,Волинська,Ковельський район,Люблинець,24.624548,51.1837385,1,0,0,0
2020-05-12,Волинська,Ковельський район,Мислина,24.6662043,51.3122989,1,0,0,0
2020-05-12,Волинська,Ковельський район,Нужель,25.0415105,51.1173166,1,0,0,0
2020-05-12,Волинська,Ковельський район,Пісочне,25.0843507,51.2190637,1,0,0,0
2020-05-12,Волинська,Локачинський район,Замличі,24.5394821,50.7163709,1,1,0,0
2020-05-12,Волинська,Локачинський район,Затурці,24.8501854,50.7831997,2,0,0,0
2020-05-12,Волинська,Локачинський район,Коритниця,24.7921929,50.6222143,1,0,0,0
2020-05-12,Волинська,Локачинський район,Крухиничі,24.6541284,50.7555669,1,0,0,0
2020-05-12,Волинська,Локачинський район,Локачі,24.6486753,50.7402117,7,3,0,0
2020-05-12,Волинська,Локачинський район,Михайлівка,24.6584227,50.7732606,3,3,0,0
2020-05-12,Волинська,Локачинський район,Озютичі,24.7060158,50.8490123,1,0,0,0
2020-05-12,Волинська,Локачинський район,П'ятикори,24.638766,50.7272439,1,1,0,0
2020-05-12,Волинська,Луцьк,Луцьк,25.325383,50.747233,408,127,3,29
2020-05-12,Волинська,Луцький район,Баїв,25.2191118,50.6987711,1,0,0,0
2020-05-12,Волинська,Луцький район,Баківці,25.2702323,50.5928511,1,0,0,0
