zvit_date,registration_area,registration_region,registration_settlement,registration_settlement_lng,registration_settlement_lat,total_susp,total_confirm,total_death,total_recover
2020-05-12,Черкаська,Городищенський район,Старосілля,31.5967341,49.401024,2,1,0,1
2020-05-12,Черкаська,Городищенський район,Уточнюється,31.4424859,49.2649079,6,5,0,4
2020-05-12,Черкаська,Драбівський район,Драбів,32.1384703,49.9527845,4,2,0,0
2020-05-12,Черкаська,Драбівський район,Степанівка,32.2458429,50.1212846,1,1,0,0
2020-05-12,Черкаська,Драбівський район,Шрамківка,32.1321313,50.1407343,9,9,0,8
2020-05-12,Черкаська,Жашківський район,Олександрівка,29.9727682,49.2912428,1,1,0,0
2020-05-12,Черкаська,Звенигородський район,Звенигородка,30.9699903,49.0762064,1,0,0,0
2020-05-12,Черкаська,Золотоніський район,Богдани,31.8691134,49.9315503,2,0,0,0
2020-05-12,Черкаська,Золотоніський район,Вознесенське,32.1661486,49.7588104,1,0,0,0
2020-05-12,Черкаська,Золотоніський район,Гельмязів,31.8403945,49.8278712,2,0,0,0
2020-05-12,Черкаська,Золотоніський район,Подільське,31.9729804,49.7459355,1,0,0,0
2020-05-12,Черкаська,Золотоноша,Золотоноша,32.0477111,49.6617919,14,6,0,3
2020-05-12,Черкаська,Кам'янський район,Кам'янка,32.1150933,49.0306474,46,41,1,34
2020-05-12,Черкаська,Кам'янський район,Ребедайлівка,32.1047312,49.0746265,1,1,0,1
2020-05-12,Черкаська,Кам'янський район,Тимошівка,32.0707372,48.9686046,7,7,0,6
2020-05-12,Черкаська,Кам'янський район,Юрчиха,32.1236905,49.0026907,11,10,0,10
2020-05-12,Черкаська,Канів,Канів,31.4697,49.751033,79,12,0,5
2020-05-12,Черкаська,Канівський район,Беркозівка,31.2395532,49.6102911,1,0,0,0
2020-05-12,Черкаська,Канівський район,Бобриця,31.4155954,49.8006633,1,0,0,0
2020-05-12,Черкаська,Канівський район,Гамарня,31.4275613,49.6456018,3,0,0,0
2020-05-12,Черкаська,Канівський район,Ліпляве,31.5549463,49.7897808,6,0,0,0
2020-05-12,Черкаська,Канівський район,Лука,31.4367978,49.5778259,1,0,0,0
2020-05-12,Черкаська,Канівський район,Мартинівка,31.2914354,49.6286173,5,0,0,0
2020-05-12,Черкаська,Канівський район,Межиріч,31.4270699,49.6273759,2,0,0,0
2020-05-12,Черкаська,Канівський район,Пекарі,31.5511978,49.7016232,2,1,0,0
2020-05-12,Черкаська,Канівський район,Поташня,31.3075056,49.5602959,1,0,0,0
2020-05-12,Черкаська,Канівський район,Степанці,31.2951799,49.7051993,5,1,0,0
2020-05-12,Черкаська,Канівський район,Таганча,31.26118,49.5643213,1,0,0,0
2020-05-12,Черкаська,Канівський район,Тростянець,31.3511312,49.7803814,1,0,0,0
2020-05-12,Черкаська,Канівський район,Уточнюється,31.4697,49.751033,4,0,0,0
2020-05-12,Черкаська,Канівський район,Хмільна,31.4974975,49.6683285,3,2,0,0
2020-05-12,Черкаська,Канівський район,Яблунів,31.4014686,49.6859861,1,0,0,0
2020-05-12,Черкаська,Катеринопільський район,Вербовець,31.035104,48.8813427,1,1,0,0
2020-05-12,Черкаська,Катеринопільський район,Єрки,31.0021144,48.9802367,1,1,0,1
2020-05-12,Черкаська,Катеринопільський район,Залізнячка,30.971901,48.9947927,1,0,0,0
2020-05-12,Черкаська,Катеринопільський район,Катеринопіль,30.9624124,48.9474919,8,8,0,3
2020-05-12,Черкаська,Катеринопільський район,Ярошівка,31.2635614,48.762868,1,0,0,0
2020-05-12,Черкаська,Корсунь-Шевченківський район,Деренковець,31.4444928,49.4358834,1,1,0,0
2020-05-12,Черкаська,Корсунь-Шевченківський район,Корсунь-Шевченківський,31.2618527,49.4261119,17,3,0,1
2020-05-12,Черкаська,Корсунь-Шевченківський район,Набутів,31.4033636,49.4440719,1,0,0,0
2020-05-12,Черкаська,Корсунь-Шевченківський район,Стеблів,31.0978511,49.3992554,2,1,0,0
2020-05-12,Черкаська,Лисянський район,Будище,30.8885894,49.233005,1,1,0,1
2020-05-12,Черкаська,Лисянський район,Лисянка,30.830724,49.2626871,3,3,0,3
2020-05-12,Черкаська,Лисянський район,Чаплинка,30.6409455,49.3324572,1,1,0,1
2020-05-12,Черкаська,Маньківський район,Іваньки,30.4465558,48.9935782,1,1,0,1
2020-05-12,Черкаська,Маньківський район,Маньківка,30.3375126,48.9614468,5,3,0,2
2020-05-12,Черкаська,Маньківський район,Роги,30.4444595,48.8721895,1,0,0,0
2020-05-12,Черкаська,Маньківський район,Русалівка,30.4231195,49.1337901,1,0,0,0
2020-05-12,Черкаська,Монастирищенський район,Летичівка,29.8073275,49.011027,1,1,0,0
2020-05-12,Черкаська,Монастирищенський район,Матвіїха,29.8953028,49.0040054,1,0,0,0
2020-05-12,Черкаська,Монастирищенський район,Монастирище,29.7999327,48.9965372,4,4,0,0
2020-05-12,Черкаська,Монастирищенський район,Нове Місто,29.8185055,48.9802129,2,2,0,0
2020-05-12,Черкаська,Монастирищенський район,Халаїдове,29.7467151,48.934277,1,1,0,0
2020-05-12,Черкаська,Сміла,Сміла,31.8522329,49.227717,5,2,0,1
2020-05-12,Черкаська,Сміла,Сміла,31.9171012,49.2059003,22,4,0,2
2020-05-12,Черкаська,Смілянський район,Балаклія,31.7224969,49.2275541,5,2,0,1
2020-05-12,Черкаська,Смілянський район,Березняки,31.9459043,49.1251964,3,0,0,0
2020-05-12,Черкаська,Смілянський район,Велика Яблунівка,31.9337567,49.1640972,1,0,0,0
2020-05-12,Черкаська,Смілянський район,Костянтинівка,31.755846,49.2229767,1,0,0,0
2020-05-12,Черкаська,Смілянський район,Мале Старосілля,31.6838023,49.2689082,2,0,0,0
2020-05-12,Черкаська,Смілянський район,Мельниківка,31.6655114,49.1662776,1,0,0,0
2020-05-12,Черкаська,Смілянський район,Носачів,31.5967626,49.1423221,1,1,0,0
2020-05-12,Черкаська,Смілянський район,Пастирське,31.7840125,48.9729821,1,1,0,0
2020-05-12,Черкаська,Смілянський район,Сунки,32.0048518,49.2223864,1,1,0,0
2020-05-12,Черкаська,Смілянський район,Ташлик,31.7405281,49.0703859,1,0,0,0
2020-05-12,Черкаська,Смілянський район,Уточнюється,31.7816292,49.1616639,1,0,0,0
2020-05-12,Черкаська,Тальнівський район,Уточнюється,30.658773,48.873264,1,0,0,0
2020-05-12,Черкаська,Уманський район,Ладижинка,30.23984,48.5397574,1,0,0,0
2020-05-12,Черкаська,Уманський район,Родниківка,30.2326594,48.7925666,3,1,0,1
2020-05-12,Черкаська,Умань,Умань,30.2154406,48.7699292,39,18,1,16
2020-05-12,Черкаська,Христинівський район,Заячківка,29.9654965,48.7121744,1,0,0,0
2020-05-12,Черкаська,Христинівський район,Уточнюється,29.9738949,48.8117212,1,1,0,0
2020-05-12,Черкаська,Христинівський район,Христинівка,29.9738949,48.8117212,1,0,0,0
2020-05-12,Черкаська,Черкаси,Черкаси,32.059767,49.444433,472,129,12,30
2020-05-12,Черкаська,Черкаський район,Білозір'я,31.8893261,49.3059229,4,0,0,0
2020-05-12,Черкаська,Черкаський район,Бузуків,32.0208533,49.314732,2,1,0,0
2020-05-12,Черкаська,Черкаський район,Вергуни,32.085306,49.3131322,3,2,0,2
2020-05-12,Черкаська,Черкаський район,Геронимівка,31.952996,49.4500987,2,0,0,0
2020-05-12,Черкаська,Черкаський район,Дубіївка,31.8746049,49.3527565,1,0,0,0
2020-05-12,Черкаська,Черкаський район,Думанці,32.1990127,49.2552207,1,1,0,1
2020-05-12,Черкаська,Черкаський район,Леськи,32.2146266,49.3294639,2,1,0,1
2020-05-12,Черкаська,Черкаський район,Мошни,31.7276143,49.5333605,3,1,0,0
2020-05-12,Черкаська,Черкаський район,Нечаївка,32.168845,49.2702552,1,1,0,0
2020-05-12,Черкаська,Черкаський район,Руська Поляна,31.9180152,49.4184674,9,5,0,3
2020-05-12,Черкаська,Черкаський район,Сагунівка,32.3531652,49.2946791,6,6,0,2
2020-05-12,Черкаська,Черкаський район,Софіївка,31.5738708,49.5716681,1,1,0,0
2020-05-12,Черкаська,Черкаський район,Степанки,31.986929,49.320979,8,5,0,1
2020-05-12,Черкаська,Черкаський район,Хацьки,31.9532417,49.3059797,2,2,0,1
2020-05-12,Черкаська,Черкаський район,Худяки,32.2782731,49.3096155,1,0,0,0
2020-05-12,Черкаська,Черкаський район,Хутори,32.0273157,49.3762782,1,0,0,0
2020-05-12,Черкаська,Черкаський район,Червона Слобода,32.1474234,49.3814711,2,1,0,1
2020-05-12,Черкаська,Чигиринський район,Боровиця,32.4901099,49.2431856,3,0,0,0
2020-05-12,Черкаська,Чигиринський район,Вершаці,32.611272,49.0072531,1,0,0,0
2020-05-12,Черкаська,Чигиринський район,Вітове,32.7518439,49.1023451,1,0,0,0
2020-05-12,Черкаська,Чигиринський район,Галаганівка,32.709988,49.0605677,1,0,0,0
2020-05-12,Черкаська,Чигиринський район,Медведівка,32.3777508,49.1711303,1,0,0,0
2020-05-12,Черкаська,Чигиринський район,Мельники,32.3167562,49.1620243,2,0,0,0
2020-05-12,Черкаська,Чигиринський район,Рацеве,32.7002305,49.1371343,8,0,0,0
2020-05-12,Черкаська,Чигиринський район,Тіньки,32.6206731,49.1906443,1,0,0,0
2020-05-12,Черкаська,Чигиринський район,Худоліївка,32.3415149,49.2276651,1,1,0,1
2020-05-12,Черкаська,Чигиринський район,Чигирин,32.6617808,49.0730544,27,0,0,0
2020-05-12,Черкаська,Чорнобаївський район,Веселий Поділ,32.53584,49.6262022,1,0,0,0
2020-05-12,Черкаська,Чорнобаївський район,Коврай,32.4138663,49.4754182,2,2,0,0
2020-05-12,Черкаська,Чорнобаївський район,Лукашівка,32.4812068,49.6149049,1,1,0,1
2020-05-12,Черкаська,Чорнобаївський район,Першотравневе,32.4498325,49.5053095,1,0,0,0
2020-05-12,Черкаська,Чорнобаївський район,Старий Коврай,32.4486636,49.5411996,1,0,0,0
2020-05-12,Черкаська,Чорнобаївський район,Уточнюється,32.4039392,49.4657584,1,0,0,0
2020-05-12,Черкаська,Чорнобаївський район,Чорнобай,32.3448813,49.660465,5,2,0,0
2020-05-12,Черкаська,Шполянський район,Глиняна Балка,31.3358657,48.7925267,1,0,0,0
2020-05-12,Черкаська,Шполянський район,Соболівка,31.2891696,48.8775991,1,0,0,0
2020-05-12,Черкаська,Шполянський район,Топильна,31.2924702,49.0999321,1,1,0,0
2020-05-12,Черкаська,Шполянський район,Уточнюється,31.4263464,49.000828,1,1,0,0
2020-05-12,Черкаська,Шполянський район,Шпола,31.4022422,48.9969392,8,4,0,4
2020-05-12,Черкаська,Шполянський район,Ярославка,31.3603489,48.7851348,1,0,0,0
2020-05-12,Чернівецька,Вижницький район,Багна,25.2293073,48.2234669,5,5,0,0
2020-05-12,Чернівецька,Вижницький район,Банилів,25.3449259,48.3583839,9,7,0,1
2020-05-12,Чернівецька,Вижницький район,Берегомет,25.3426628,48.1782952,19,18,0,4
2020-05-12,Чернівецька,Вижницький район,Бережниця,25.352025,48.2968815,1,1,0,1
2020-05-12,Чернівецька,Вижницький район,Вашківці,25.5058522,48.3842974,12,10,1,3
2020-05-12,Чернівецька,Вижницький район,Виженка,25.1804079,48.2097114,3,3,0,2
2020-05-12,Чернівецька,Вижницький район,Вижниця,25.1973796,48.2521582,15,11,0,3
2020-05-12,Чернівецька,Вижницький район,Замостя,25.4198194,48.3433992,21,16,0,1
2020-05-12,Чернівецька,Вижницький район,Іспас,25.2731331,48.3007996,12,11,0,3
2020-05-12,Чернівецька,Вижницький район,Коритне,25.3824145,48.3309367,6,5,0,0
2020-05-12,Чернівецька,Вижницький район,Луківці,25.4185648,48.2001937,7,6,0,2
2020-05-12,Чернівецька,Вижницький район,Майдан,25.3203217,48.259176,1,1,0,1
2020-05-12,Чернівецька,Вижницький район,Мигове,25.379971,48.1509479,1,1,1,0
2020-05-12,Чернівецька,Вижницький район,Мілієве,25.2896048,48.3314858,50,39,2,8
2020-05-12,Чернівецька,Вижницький район,Слобода-Банилів,25.4183838,48.386331,8,7,0,0
2020-05-12,Чернівецька,Вижницький район,Черешенька,25.2762833,48.2151102,6,2,0,0
2020-05-12,Чернівецька,Вижницький район,Чорногузи,25.2276848,48.2663012,4,1,0,0
2020-05-12,Чернівецька,Герцаївський район,Байраки,26.130454,48.1157087,8,4,0,1
2020-05-12,Чернівецька,Герцаївський район,Банчени,26.1958781,48.2035787,9,9,0,0
2020-05-12,Чернівецька,Герцаївський район,Буківка,26.0940797,48.0528032,7,6,0,1
2020-05-12,Чернівецька,Герцаївський район,Велика Буда,26.088142,48.155282,10,7,2,3
2020-05-12,Чернівецька,Герцаївський район,Великосілля,26.2994951,48.1575363,1,1,0,0
2020-05-12,Чернівецька,Герцаївський район,Герца,26.2545099,48.1479286,5,4,1,0
2020-05-12,Чернівецька,Герцаївський район,Годинівка,26.132383,48.1871056,2,2,0,0
2020-05-12,Чернівецька,Герцаївський район,Горбова,26.1667563,48.2066952,10,8,1,0
2020-05-12,Чернівецька,Герцаївський район,Дяківці,26.2479891,48.1002772,1,1,0,0
2020-05-12,Чернівецька,Герцаївський район,Круп'янське,26.0702044,48.1609758,1,0,0,0
2020-05-12,Чернівецька,Герцаївський район,Куликівка,26.1702753,48.0953513,1,0,0,0
2020-05-12,Чернівецька,Герцаївський район,Луковиця,26.0874451,48.1980496,2,1,0,0
2020-05-12,Чернівецька,Герцаївський район,Лунка,26.2869011,48.1859475,2,0,0,0
2020-05-12,Чернівецька,Герцаївський район,Мала Буда,26.1132612,48.1644712,1,1,0,0
2020-05-12,Чернівецька,Герцаївський район,Маморниця,26.0982498,48.2220616,3,3,0,0
2020-05-12,Чернівецька,Герцаївський район,Молниця,26.2263325,48.1974618,6,6,0,1
2020-05-12,Чернівецька,Герцаївський район,Остриця,26.0480954,48.2582419,44,35,0,1
2020-05-12,Чернівецька,Герцаївський район,Петрашівка,26.1100854,48.099398,20,15,0,2
2020-05-12,Чернівецька,Герцаївський район,Підвальне,26.1529598,48.1341638,6,5,1,0
2020-05-12,Чернівецька,Герцаївський район,Тернавка,26.2177383,48.1130089,2,1,0,0
2020-05-12,Чернівецька,Герцаївський район,Уточнюється,26.1453067,48.1719694,1,1,0,0
2020-05-12,Чернівецька,Герцаївський район,Хряцька,26.1840982,48.1678249,4,4,0,0
2020-05-12,Чернівецька,Герцаївський район,Цурень,26.1040465,48.2366419,3,2,0,0
2020-05-12,Чернівецька,Глибоцький район,Багринівка,25.9473218,47.9836161,11,8,0,0
2020-05-12,Чернівецька,Глибоцький район,Валя Кузьмина,26.0113333,48.1892436,7,5,0,0
2020-05-12,Чернівецька,Глибоцький район,Верхні Синівці,26.1127336,48.0110841,3,3,0,0
2020-05-12,Чернівецька,Глибоцький район,Волока,25.9320036,48.1944728,7,6,1,0
2020-05-12,Чернівецька,Глибоцький район,Глибока,25.9224603,48.0931021,98,84,1,16
2020-05-12,Чернівецька,Глибоцький район,Горбівці,26.0979713,47.9961036,10,7,0,1
2020-05-12,Чернівецька,Глибоцький район,Грушівка,25.9650421,48.1758408,3,1,0,0
2020-05-12,Чернівецька,Глибоцький район,Димка,25.9682053,48.1006324,8,6,0,0
2020-05-12,Чернівецька,Глибоцький район,Йорданешти,25.8078089,48.1021464,14,10,0,1
2020-05-12,Чернівецька,Глибоцький район,Кам'янка,25.8912726,48.0263251,60,47,3,5
2020-05-12,Чернівецька,Глибоцький район,Карапчів,25.8505261,48.0892136,5,5,0,0
2020-05-12,Чернівецька,Глибоцький район,Коровія,25.9753485,48.2212578,40,37,0,4
2020-05-12,Чернівецька,Глибоцький район,Корчівці,25.7697257,48.0105194,2,1,0,0
2020-05-12,Чернівецька,Глибоцький район,Купка,25.7865397,48.0409356,7,7,0,0
2020-05-12,Чернівецька,Глибоцький район,Луковиця,26.0764029,48.2020671,4,4,0,1
2020-05-12,Чернівецька,Глибоцький район,Михайлівка,25.9670368,48.1168585,1,0,0,0
2020-05-12,Чернівецька,Глибоцький район,Молодія,26.0226118,48.2257857,17,11,1,2
2020-05-12,Чернівецька,Глибоцький район,Нижні Синівці,26.1327123,48.0075397,3,3,0,1
2020-05-12,Чернівецька,Глибоцький район,Новий Вовчинець,26.0005494,47.9912679,3,2,0,1
2020-05-12,Чернівецька,Глибоцький район,Опришени,26.0214425,48.0505442,22,17,1,2
2020-05-12,Чернівецька,Глибоцький район,Петричанка,25.8853637,48.0529504,7,5,0,0
2020-05-12,Чернівецька,Глибоцький район,Поляна,26.1168564,48.0499107,2,2,0,0
2020-05-12,Чернівецька,Глибоцький район,Привороки,26.0333353,48.1061013,17,17,1,5
2020-05-12,Чернівецька,Глибоцький район,Просіка,25.8428221,48.0791249,6,4,0,0
2020-05-12,Чернівецька,Глибоцький район,Слобідка,25.9903527,48.0514478,5,4,0,0
2020-05-12,Чернівецька,Глибоцький район,Станівці,26.0667328,48.0727404,27,16,1,1
2020-05-12,Чернівецька,Глибоцький район,Старий Вовчинець,25.9386036,48.0029571,5,5,0,0
2020-05-12,Чернівецька,Глибоцький район,Стерче,26.0335805,48.030342,2,2,0,0
2020-05-12,Чернівецька,Глибоцький район,Сучевени,25.8356646,48.0543157,10,7,0,0
2020-05-12,Чернівецька,Глибоцький район,Тарашани,26.0126413,48.1111233,1,1,0,0
2020-05-12,Чернівецька,Глибоцький район,Тереблече,26.0541287,48.018714,11,10,2,0
2020-05-12,Чернівецька,Глибоцький район,Турятка,26.1458565,48.0468224,4,3,0,0
2020-05-12,Чернівецька,Глибоцький район,Чагор,25.9783974,48.2418277,33,28,0,8
2020-05-12,Чернівецька,Глибоцький район,Черепківці,25.9671427,48.0212455,12,11,0,1
2020-05-12,Чернівецька,Заставнівський район,Бабин,25.6256274,48.6484087,1,1,0,0
2020-05-12,Чернівецька,Заставнівський район,Баламутівка,26.0605389,48.533193,3,3,0,1
2020-05-12,Чернівецька,Заставнівський район,Боянчук,25.952978,48.4896103,1,0,0,0
2020-05-12,Чернівецька,Заставнівський район,Василів,25.8416058,48.604814,1,1,0,1
2020-05-12,Чернівецька,Заставнівський район,Веренчанка,25.7418469,48.5443793,8,5,1,1
2020-05-12,Чернівецька,Заставнівський район,Вікно,25.9658508,48.5708601,2,0,0,0
2020-05-12,Чернівецька,Заставнівський район,Горішні Шерівці,25.9553194,48.3954664,17,17,1,5
2020-05-12,Чернівецька,Заставнівський район,Горошівці,25.9772702,48.4770495,2,2,0,0
2020-05-12,Чернівецька,Заставнівський район,Добринівці,26.0178717,48.4832792,1,1,1,0
2020-05-12,Чернівецька,Заставнівський район,Дорошівці,25.8897417,48.5878769,1,1,0,0
2020-05-12,Чернівецька,Заставнівський район,Задубрівка,25.9322006,48.3850254,5,5,0,0
2020-05-12,Чернівецька,Заставнівський район,Заставна,25.8436802,48.525312,20,18,0,3
2020-05-12,Чернівецька,Заставнівський район,Звенячин,25.7325777,48.6255831,12,10,0,0
2020-05-12,Чернівецька,Заставнівський район,Кадубівці,25.7686528,48.5807899,4,3,1,0
2020-05-12,Чернівецька,Заставнівський район,Кострижівка,25.7096503,48.655181,13,10,0,0
2020-05-12,Чернівецька,Заставнівський район,Кулівці,25.8292401,48.6319093,4,2,0,0
2020-05-12,Чернівецька,Заставнівський район,Малий Кучурів,25.9073349,48.4671864,1,1,0,1
2020-05-12,Чернівецька,Заставнівський район,Погорілівка,25.9634807,48.5486559,9,5,0,0
2020-05-12,Чернівецька,Заставнівський район,Прилипче,25.6781165,48.6493045,1,1,0,0
2020-05-12,Чернівецька,Заставнівський район,Репужинці,25.790205,48.6560204,2,1,0,0
2020-05-12,Чернівецька,Заставнівський район,Ржавинці,26.0755384,48.5067787,4,4,0,4
2020-05-12,Чернівецька,Заставнівський район,Товтри,25.8642955,48.5618518,2,1,0,1
2020-05-12,Чернівецька,Заставнівський район,Чуньків,25.8177322,48.5958085,2,2,0,0
2020-05-12,Чернівецька,Заставнівський район,Юрківці,25.9300374,48.4991629,5,4,0,2
2020-05-12,Чернівецька,Заставнівський район,Яблунівка,25.7891498,48.5190046,5,5,0,0
2020-05-12,Чернівецька,Кельменецький район,Бурдюг,26.887101,48.4832833,3,3,0,0
2020-05-12,Чернівецька,Кельменецький район,Вартиківці,26.7885914,48.4381385,1,1,0,0
2020-05-12,Чернівецька,Кельменецький район,Іванівці,27.0292924,48.4850631,1,1,0,0
2020-05-12,Чернівецька,Кельменецький район,Кельменці,26.8421332,48.4435097,6,4,0,1
2020-05-12,Чернівецька,Кельменецький район,Новоселиця,26.9836292,48.4320463,2,2,0,1
2020-05-12,Чернівецька,Кельменецький район,Росошани,27.0034784,48.4001464,2,0,0,0
2020-05-12,Чернівецька,Кіцманський район,Берегомет,25.6947401,48.3633462,2,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Борівці,25.6358876,48.585722,4,3,0,0
2020-05-12,Чернівецька,Кіцманський район,Брусенки,25.5368702,48.263829,4,4,0,0
2020-05-12,Чернівецька,Кіцманський район,Брусниця,25.6002195,48.3539015,22,17,1,10
2020-05-12,Чернівецька,Кіцманський район,Валява,25.8386513,48.434273,6,6,0,1
2020-05-12,Чернівецька,Кіцманський район,Верхні Станівці,25.5861318,48.2906916,5,5,0,0
2020-05-12,Чернівецька,Кіцманський район,Виноград,25.6104499,48.3048647,1,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Глиниця,25.7077698,48.3349113,9,8,0,0
2020-05-12,Чернівецька,Кіцманський район,Давидівці,25.7080086,48.4896308,1,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Драчинці,25.6986176,48.3144538,3,3,0,1
2020-05-12,Чернівецька,Кіцманський район,Дубівці,25.711363,48.3540414,4,4,0,0
2020-05-12,Чернівецька,Кіцманський район,Зеленів,25.6432782,48.3543048,1,1,0,1
2020-05-12,Чернівецька,Кіцманський район,Іванківці,25.6715781,48.4542532,1,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Кальнівці,25.5849228,48.3468844,6,4,0,3
2020-05-12,Чернівецька,Кіцманський район,Киселів,25.6568258,48.5807349,1,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Кіцмань,25.7704167,48.4413013,27,25,2,3
2020-05-12,Чернівецька,Кіцманський район,Кліводин,25.7539507,48.4773058,7,7,0,0
2020-05-12,Чернівецька,Кіцманський район,Коростувата,25.7352136,48.3356744,1,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Лужани,25.7753797,48.3627105,17,16,1,5
2020-05-12,Чернівецька,Кіцманський район,Малятинці,25.6481517,48.5119306,4,4,0,0
2020-05-12,Чернівецька,Кіцманський район,Мамаївці,25.8253247,48.3480538,35,26,0,0
2020-05-12,Чернівецька,Кіцманський район,Неполоківці,25.6490267,48.3955875,4,4,0,0
2020-05-12,Чернівецька,Кіцманський район,Нижні Станівці,25.558458,48.3105744,8,7,1,2
2020-05-12,Чернівецька,Кіцманський район,Новий Киселів,25.8753199,48.3400257,2,2,0,1
2020-05-12,Чернівецька,Кіцманський район,Оршівці,25.6241042,48.4228645,4,2,0,0
2020-05-12,Чернівецька,Кіцманський район,Остра,25.6459049,48.321711,1,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Ошихліби,25.699248,48.4209522,9,7,0,0
2020-05-12,Чернівецька,Кіцманський район,Суховерхів,25.7552293,48.4609673,3,3,0,0
2020-05-12,Чернівецька,Кіцманський район,Хлівище,25.628506,48.4805418,1,1,0,0
2020-05-12,Чернівецька,Кіцманський район,Шипинці,25.7504481,48.376687,5,5,0,1
2020-05-12,Чернівецька,Новодністровськ,Новодністровськ,27.4413888,48.5780854,7,4,0,0
2020-05-12,Чернівецька,Новоселицький район,Берестя,26.3517205,48.3322179,3,0,0,0
2020-05-12,Чернівецька,Новоселицький район,Бояни,26.1261538,48.269924,20,10,0,1
2020-05-12,Чернівецька,Новоселицький район,Ванчиківці,26.4521304,48.2166107,2,2,1,1
2020-05-12,Чернівецька,Новоселицький район,Динівці,26.2956325,48.3192658,2,2,0,0
2020-05-12,Чернівецька,Новоселицький район,Довжок,26.332375,48.340986,2,1,0,0
2020-05-12,Чернівецька,Новоселицький район,Драниця,26.5332543,48.2285699,5,3,0,0
2020-05-12,Чернівецька,Новоселицький район,Зелений Гай,26.2123448,48.228879,4,2,0,1
2020-05-12,Чернівецька,Новоселицький район,Костичани,26.5088466,48.227943,6,2,0,0
2020-05-12,Чернівецька,Новоселицький район,Котелеве,26.3548028,48.2833478,3,1,0,0
2020-05-12,Чернівецька,Новоселицький район,Магала,26.0403137,48.2961322,4,2,1,0
2020-05-12,Чернівецька,Новоселицький район,Малинівка,26.3345947,48.3150413,8,7,1,1
2020-05-12,Чернівецька,Новоселицький район,Мамалига,26.58415,48.2533474,3,3,0,0
2020-05-12,Чернівецька,Новоселицький район,Маршинці,26.3003025,48.2113225,10,3,0,0
2020-05-12,Чернівецька,Новоселицький район,Новоселиця,26.2712988,48.2211075,25,17,0,5
2020-05-12,Чернівецька,Новоселицький район,Остриця,26.0568678,48.2867781,1,0,0,0
2020-05-12,Чернівецька,Новоселицький район,Подвірне,26.6203421,48.2978441,15,5,0,0
2020-05-12,Чернівецька,Новоселицький район,Припруття,26.1662567,48.2561432,3,2,0,0
2020-05-12,Чернівецька,Новоселицький район,Рингач,26.2410685,48.3099291,3,2,0,0
2020-05-12,Чернівецька,Новоселицький район,Рідківці,26.0715477,48.3365874,15,9,0,3
2020-05-12,Чернівецька,Новоселицький район,Рокитне,26.1898383,48.3278001,11,4,0,1
2020-05-12,Чернівецька,Новоселицький район,Слобода,26.2055115,48.2719018,2,2,0,0
2020-05-12,Чернівецька,Новоселицький район,Стальнівці,26.5519226,48.2987959,17,11,1,0
2020-05-12,Чернівецька,Новоселицький район,Строїнці,26.2557322,48.2422639,1,1,0,0
2020-05-12,Чернівецька,Новоселицький район,Тарасівці,26.3641837,48.2062836,6,5,0,1
2020-05-12,Чернівецька,Новоселицький район,Топорівці,26.0862603,48.3864413,11,7,0,5
2020-05-12,Чернівецька,Новоселицький район,Черленівка,26.399663,48.2936758,2,1,0,1
2020-05-12,Чернівецька,Новоселицький район,Чорнівка,26.004403,48.4169947,3,3,0,2
2020-05-12,Чернівецька,Новоселицький район,Шишківці,26.273895,48.3473192,1,0,0,0
2020-05-12,Чернівецька,Новоселицький район,Щербинці,26.4348177,48.3050522,1,0,0,0
2020-05-12,Чернівецька,Путильський район,Киселиці,25.0518523,48.0333016,1,1,0,0
2020-05-12,Чернівецька,Путильський район,Підзахаричі,25.1287017,48.2085228,1,0,0,0
2020-05-12,Чернівецька,Путильський район,Плоска,25.1433052,47.9104385,1,0,0,0
2020-05-12,Чернівецька,Путильський район,Путила,25.0974541,47.9949749,14,13,0,8
2020-05-12,Чернівецька,Путильський район,Рижа,25.0620751,47.966275,3,1,0,0
2020-05-12,Чернівецька,Путильський район,Розтоки,25.1331188,48.1730518,4,2,0,0
2020-05-12,Чернівецька,Путильський район,Самакова,24.9780763,48.008191,1,0,0,0
2020-05-12,Чернівецька,Путильський район,Сергії,25.1537425,47.9858066,1,1,0,1
2020-05-12,Чернівецька,Путильський район,Стебні,25.0219044,48.0772339,1,0,0,0
2020-05-12,Чернівецька,Путильський район,Шепіт,25.1536299,47.7974526,2,2,1,0
2020-05-12,Чернівецька,Путильський район,Шпетки,25.0115769,48.1120058,1,0,0,0
2020-05-12,Чернівецька,Сокирянський район,Білоусівка,27.3388085,48.5328738,2,2,1,1
2020-05-12,Чернівецька,Сокирянський район,Вашківці,27.1277401,48.4143319,5,0,0,0
2020-05-12,Чернівецька,Сокирянський район,Грубна,27.0718575,48.458125,10,10,0,0
2020-05-12,Чернівецька,Сокирянський район,Ломачинці,27.3794361,48.5845639,16,15,1,1
2020-05-12,Чернівецька,Сокирянський район,Ожеве,27.4588226,48.5587269,2,0,0,0
